B_COUNTRY_,FIPS_ADMIN_banding,E_COUNTRY_,FIPS_ADMIN_Recov,Group_spec,Total
VI,VI,FR,FRB7,Sandpipers and Charadriidae,1
VI,VI,NL,NL02,Sandpipers and Charadriidae,1
VI,VI,NL,NL10,Sandpipers and Charadriidae,1
AA,AA,AA,AA,"Gulls, terns, and allies (Laridae)",2
BD,BD,US,US34,Sandpipers and Charadriidae,1
CA,CA01,BF,BF,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,CA,CA01,"Ducks, geese, and swans (Anatidae)",808
CA,CA01,CA,CA01,Grebes (Podicipedidae),2
CA,CA01,CA,CA01,"Gulls, terns, and allies (Laridae)",142
CA,CA01,CA,CA02,"Ducks, geese, and swans (Anatidae)",19
CA,CA01,CA,CA02,Grebes (Podicipedidae),1
CA,CA01,CA,CA02,"Gulls, terns, and allies (Laridae)",8
CA,CA01,CA,CA03,"Ducks, geese, and swans (Anatidae)",96
CA,CA01,CA,CA03,Grebes (Podicipedidae),1
CA,CA01,CA,CA05,"Gulls, terns, and allies (Laridae)",1
CA,CA01,CA,CA08,"Ducks, geese, and swans (Anatidae)",76
CA,CA01,CA,CA08,Grebes (Podicipedidae),1
CA,CA01,CA,CA10,"Ducks, geese, and swans (Anatidae)",6
CA,CA01,CA,CA11,"Ducks, geese, and swans (Anatidae)",89
CA,CA01,CA,CA11,"Gulls, terns, and allies (Laridae)",12
CA,CA01,CA,CA13,"Ducks, geese, and swans (Anatidae)",3
CA,CA01,CA,GH09,"Gulls, terns, and allies (Laridae)",1
CA,CA01,CU,CU01,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,CU,CU08,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,EC,EC14,"Gulls, terns, and allies (Laridae)",1
CA,CA01,ES,ES07,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,ES,ES11,"Ducks, geese, and swans (Anatidae)",3
CA,CA01,ES,ES08,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,GH,GH09,"Ducks, geese, and swans (Anatidae)",4
CA,CA01,GT,GT12,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,GT,GT20,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,GT,GT22,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,HO,HO02,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,JM,JM14,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,MX,MX01,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,MX,MX02,"Ducks, geese, and swans (Anatidae)",13
CA,CA01,MX,MX02,"Gulls, terns, and allies (Laridae)",1
CA,CA01,MX,MX04,"Ducks, geese, and swans (Anatidae)",2
CA,CA01,MX,MX05,"Ducks, geese, and swans (Anatidae)",2
CA,CA01,MX,MX06,"Ducks, geese, and swans (Anatidae)",7
CA,CA01,MX,MX06,"Gulls, terns, and allies (Laridae)",1
CA,CA01,MX,MX07,"Ducks, geese, and swans (Anatidae)",3
CA,CA01,MX,MX10,"Ducks, geese, and swans (Anatidae)",5
CA,CA01,MX,MX11,"Ducks, geese, and swans (Anatidae)",5
CA,CA01,MX,MX11,"Gulls, terns, and allies (Laridae)",2
CA,CA01,MX,MX12,"Ducks, geese, and swans (Anatidae)",9
CA,CA01,MX,MX13,"Ducks, geese, and swans (Anatidae)",8
CA,CA01,MX,MX13,"Gulls, terns, and allies (Laridae)",1
CA,CA01,MX,MX14,"Ducks, geese, and swans (Anatidae)",13
CA,CA01,MX,MX15,"Ducks, geese, and swans (Anatidae)",3
CA,CA01,MX,MX15,"Gulls, terns, and allies (Laridae)",1
CA,CA01,MX,MX16,"Ducks, geese, and swans (Anatidae)",4
CA,CA01,MX,MX17,"Ducks, geese, and swans (Anatidae)",3
CA,CA01,MX,MX18,"Ducks, geese, and swans (Anatidae)",9
CA,CA01,MX,MX18,"Gulls, terns, and allies (Laridae)",1
CA,CA01,MX,MX19,"Ducks, geese, and swans (Anatidae)",5
CA,CA01,MX,MX20,"Ducks, geese, and swans (Anatidae)",4
CA,CA01,MX,MX21,"Ducks, geese, and swans (Anatidae)",2
CA,CA01,MX,MX22,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,MX,MX24,"Ducks, geese, and swans (Anatidae)",2
CA,CA01,MX,MX25,"Ducks, geese, and swans (Anatidae)",28
CA,CA01,MX,MX25,"Gulls, terns, and allies (Laridae)",2
CA,CA01,MX,MX26,"Ducks, geese, and swans (Anatidae)",28
CA,CA01,MX,MX26,"Gulls, terns, and allies (Laridae)",16
CA,CA01,MX,MX28,"Ducks, geese, and swans (Anatidae)",113
CA,CA01,MX,MX29,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,MX,MX30,"Ducks, geese, and swans (Anatidae)",19
CA,CA01,MX,MX31,"Ducks, geese, and swans (Anatidae)",9
CA,CA01,NU,NU10,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,PM,PM01,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,RQ,RQ,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,TP,TP02,"Ducks, geese, and swans (Anatidae)",42
CA,CA01,US,US01,"Ducks, geese, and swans (Anatidae)",29
CA,CA01,US,US02,"Ducks, geese, and swans (Anatidae)",197
CA,CA01,US,US02,Raptors,3
CA,CA01,US,US04,"Ducks, geese, and swans (Anatidae)",22
CA,CA01,US,US05,"Ducks, geese, and swans (Anatidae)",19
CA,CA01,US,US06,"Ducks, geese, and swans (Anatidae)",291
CA,CA01,US,US06,Grebes (Podicipedidae),1
CA,CA01,US,US06,"Gulls, terns, and allies (Laridae)",23
CA,CA01,US,US08,"Ducks, geese, and swans (Anatidae)",98
CA,CA01,US,US08,"Gulls, terns, and allies (Laridae)",1
CA,CA01,US,US12,"Ducks, geese, and swans (Anatidae)",64
CA,CA01,US,US13,"Ducks, geese, and swans (Anatidae)",13
CA,CA01,US,US16,"Ducks, geese, and swans (Anatidae)",66
CA,CA01,US,US16,"Gulls, terns, and allies (Laridae)",8
CA,CA01,US,US17,"Ducks, geese, and swans (Anatidae)",60
CA,CA01,US,US18,"Ducks, geese, and swans (Anatidae)",6
CA,CA01,US,US19,"Ducks, geese, and swans (Anatidae)",45
CA,CA01,US,US20,"Ducks, geese, and swans (Anatidae)",98
CA,CA01,US,US20,"Gulls, terns, and allies (Laridae)",4
CA,CA01,US,US21,"Ducks, geese, and swans (Anatidae)",10
CA,CA01,US,US22,"Ducks, geese, and swans (Anatidae)",387
CA,CA01,US,US23,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,US,US24,"Ducks, geese, and swans (Anatidae)",45
CA,CA01,US,US25,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,US,US26,"Ducks, geese, and swans (Anatidae)",70
CA,CA01,US,US27,"Ducks, geese, and swans (Anatidae)",368
CA,CA01,US,US27,"Gulls, terns, and allies (Laridae)",7
CA,CA01,US,US28,"Ducks, geese, and swans (Anatidae)",24
CA,CA01,US,US29,"Ducks, geese, and swans (Anatidae)",51
CA,CA01,US,US30,"Ducks, geese, and swans (Anatidae)",75
CA,CA01,US,US30,"Gulls, terns, and allies (Laridae)",6
CA,CA01,US,US31,"Ducks, geese, and swans (Anatidae)",56
CA,CA01,US,US31,"Gulls, terns, and allies (Laridae)",2
CA,CA01,US,US32,"Ducks, geese, and swans (Anatidae)",17
CA,CA01,US,US32,"Gulls, terns, and allies (Laridae)",1
CA,CA01,US,US33,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,US,US34,"Ducks, geese, and swans (Anatidae)",3
CA,CA01,US,US35,"Ducks, geese, and swans (Anatidae)",17
CA,CA01,US,US36,"Ducks, geese, and swans (Anatidae)",29
CA,CA01,US,US37,"Ducks, geese, and swans (Anatidae)",38
CA,CA01,US,US37,Grebes (Podicipedidae),1
CA,CA01,US,US38,"Ducks, geese, and swans (Anatidae)",82
CA,CA01,US,US38,"Gulls, terns, and allies (Laridae)",10
CA,CA01,US,US39,"Ducks, geese, and swans (Anatidae)",10
CA,CA01,US,US40,"Ducks, geese, and swans (Anatidae)",97
CA,CA01,US,US40,"Gulls, terns, and allies (Laridae)",1
CA,CA01,US,US41,"Ducks, geese, and swans (Anatidae)",39
CA,CA01,US,US42,"Ducks, geese, and swans (Anatidae)",5
CA,CA01,US,US44,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,US,US45,"Ducks, geese, and swans (Anatidae)",9
CA,CA01,US,US46,"Ducks, geese, and swans (Anatidae)",77
CA,CA01,US,US46,"Gulls, terns, and allies (Laridae)",12
CA,CA01,US,US47,"Ducks, geese, and swans (Anatidae)",20
CA,CA01,US,US48,"Ducks, geese, and swans (Anatidae)",883
CA,CA01,US,US48,"Gulls, terns, and allies (Laridae)",5
CA,CA01,US,US49,"Ducks, geese, and swans (Anatidae)",131
CA,CA01,US,US49,"Gulls, terns, and allies (Laridae)",4
CA,CA01,US,US51,"Ducks, geese, and swans (Anatidae)",21
CA,CA01,US,US53,"Ducks, geese, and swans (Anatidae)",146
CA,CA01,US,US53,"Gulls, terns, and allies (Laridae)",2
CA,CA01,US,US54,"Ducks, geese, and swans (Anatidae)",1
CA,CA01,US,US55,"Ducks, geese, and swans (Anatidae)",105
CA,CA01,US,US56,"Ducks, geese, and swans (Anatidae)",28
CA,CA02,00,GH09,"Gulls, terns, and allies (Laridae)",2
CA,CA02,94,CA02,"Gulls, terns, and allies (Laridae)",2
CA,CA02,94,JA12,"Gulls, terns, and allies (Laridae)",1
CA,CA02,94,US41,"Gulls, terns, and allies (Laridae)",1
CA,CA02,CA,CA01,"Ducks, geese, and swans (Anatidae)",17
CA,CA02,CA,CA01,"Gulls, terns, and allies (Laridae)",3
CA,CA02,CA,CA02,"Ducks, geese, and swans (Anatidae)",264
CA,CA02,CA,CA02,Grebes (Podicipedidae),1
CA,CA02,CA,CA02,"Gulls, terns, and allies (Laridae)",5205
CA,CA02,CA,CA07,Sandpipers and Charadriidae,1
CA,CA02,CA,CA08,"Ducks, geese, and swans (Anatidae)",2
CA,CA02,CA,CA08,"Gulls, terns, and allies (Laridae)",3
CA,CA02,CA,CA11,"Ducks, geese, and swans (Anatidae)",3
CA,CA02,CA,CA12,"Gulls, terns, and allies (Laridae)",1
CA,CA02,CA,GH09,"Gulls, terns, and allies (Laridae)",20
CA,CA02,CA,US53,"Gulls, terns, and allies (Laridae)",154
CA,CA02,GT,GT06,Sandpipers and Charadriidae,1
CA,CA02,MX,MX02,"Ducks, geese, and swans (Anatidae)",12
CA,CA02,MX,MX03,"Ducks, geese, and swans (Anatidae)",1
CA,CA02,MX,MX06,"Ducks, geese, and swans (Anatidae)",1
CA,CA02,MX,MX10,"Ducks, geese, and swans (Anatidae)",1
CA,CA02,MX,MX11,"Ducks, geese, and swans (Anatidae)",1
CA,CA02,MX,MX12,"Ducks, geese, and swans (Anatidae)",1
CA,CA02,MX,MX15,"Ducks, geese, and swans (Anatidae)",1
CA,CA02,MX,MX18,"Ducks, geese, and swans (Anatidae)",1
CA,CA02,MX,MX22,"Ducks, geese, and swans (Anatidae)",1
CA,CA02,MX,MX24,"Ducks, geese, and swans (Anatidae)",1
CA,CA02,MX,MX25,"Ducks, geese, and swans (Anatidae)",4
CA,CA02,MX,MX26,"Ducks, geese, and swans (Anatidae)",4
CA,CA02,MX,MX28,"Ducks, geese, and swans (Anatidae)",1
CA,CA02,MX,MX30,"Ducks, geese, and swans (Anatidae)",1
CA,CA02,SZ,SZ25,"Gulls, terns, and allies (Laridae)",1
CA,CA02,TP,TP02,"Ducks, geese, and swans (Anatidae)",1
CA,CA02,US,CA02,"Gulls, terns, and allies (Laridae)",2
CA,CA02,US,CA12,"Ducks, geese, and swans (Anatidae)",1
CA,CA02,US,GH09,"Gulls, terns, and allies (Laridae)",7
CA,CA02,US,MQ,"Gulls, terns, and allies (Laridae)",1
CA,CA02,US,US02,"Ducks, geese, and swans (Anatidae)",107
CA,CA02,US,US02,"Gulls, terns, and allies (Laridae)",2
CA,CA02,US,US04,"Ducks, geese, and swans (Anatidae)",3
CA,CA02,US,US05,"Ducks, geese, and swans (Anatidae)",2
CA,CA02,US,US06,"Ducks, geese, and swans (Anatidae)",318
CA,CA02,US,US06,Grebes (Podicipedidae),2
CA,CA02,US,US06,"Gulls, terns, and allies (Laridae)",265
CA,CA02,US,US06,Sandpipers and Charadriidae,1
CA,CA02,US,US08,"Ducks, geese, and swans (Anatidae)",4
CA,CA02,US,US12,"Ducks, geese, and swans (Anatidae)",1
CA,CA02,US,US12,"Gulls, terns, and allies (Laridae)",1
CA,CA02,US,US16,"Ducks, geese, and swans (Anatidae)",19
CA,CA02,US,US17,"Ducks, geese, and swans (Anatidae)",1
CA,CA02,US,US20,"Ducks, geese, and swans (Anatidae)",4
CA,CA02,US,US22,"Ducks, geese, and swans (Anatidae)",10
CA,CA02,US,US27,"Ducks, geese, and swans (Anatidae)",6
CA,CA02,US,US29,"Gulls, terns, and allies (Laridae)",1
CA,CA02,US,US30,"Ducks, geese, and swans (Anatidae)",5
CA,CA02,US,US31,"Ducks, geese, and swans (Anatidae)",3
CA,CA02,US,US31,"Gulls, terns, and allies (Laridae)",1
CA,CA02,US,US32,"Ducks, geese, and swans (Anatidae)",7
CA,CA02,US,US32,"Gulls, terns, and allies (Laridae)",1
CA,CA02,US,US34,"Gulls, terns, and allies (Laridae)",1
CA,CA02,US,US34,Sandpipers and Charadriidae,1
CA,CA02,US,US35,"Ducks, geese, and swans (Anatidae)",2
CA,CA02,US,US38,"Ducks, geese, and swans (Anatidae)",3
CA,CA02,US,US39,"Ducks, geese, and swans (Anatidae)",1
CA,CA02,US,US41,"Ducks, geese, and swans (Anatidae)",68
CA,CA02,US,US41,"Gulls, terns, and allies (Laridae)",255
CA,CA02,US,US46,"Ducks, geese, and swans (Anatidae)",2
CA,CA02,US,US47,"Gulls, terns, and allies (Laridae)",1
CA,CA02,US,US48,"Ducks, geese, and swans (Anatidae)",32
CA,CA02,US,US49,"Ducks, geese, and swans (Anatidae)",6
CA,CA02,US,US51,Sandpipers and Charadriidae,1
CA,CA02,US,US53,"Ducks, geese, and swans (Anatidae)",112
CA,CA02,US,US53,"Gulls, terns, and allies (Laridae)",1208
CA,CA02,US,US55,"Ducks, geese, and swans (Anatidae)",4
CA,CA03,BB,BB,Sandpipers and Charadriidae,2
CA,CA03,CA,CA01,"Ducks, geese, and swans (Anatidae)",13
CA,CA03,CA,CA01,"Gulls, terns, and allies (Laridae)",1
CA,CA03,CA,CA03,"Ducks, geese, and swans (Anatidae)",1302
CA,CA03,CA,CA03,"Gulls, terns, and allies (Laridae)",24
CA,CA03,CA,CA08,"Ducks, geese, and swans (Anatidae)",325
CA,CA03,CA,CA09,"Ducks, geese, and swans (Anatidae)",2
CA,CA03,CA,CA10,"Ducks, geese, and swans (Anatidae)",11
CA,CA03,CA,CA10,Sandpipers and Charadriidae,1
CA,CA03,CA,CA11,"Ducks, geese, and swans (Anatidae)",19
CA,CA03,CA,CA11,"Gulls, terns, and allies (Laridae)",4
CA,CA03,CA,GH09,"Gulls, terns, and allies (Laridae)",1
CA,CA03,ES,ES07,"Gulls, terns, and allies (Laridae)",1
CA,CA03,ES,ES14,"Gulls, terns, and allies (Laridae)",1
CA,CA03,GH,GH09,"Ducks, geese, and swans (Anatidae)",4
CA,CA03,GT,GT15,"Gulls, terns, and allies (Laridae)",1
CA,CA03,HO,HO04,"Ducks, geese, and swans (Anatidae)",1
CA,CA03,MX,MX04,"Ducks, geese, and swans (Anatidae)",1
CA,CA03,MX,MX07,"Ducks, geese, and swans (Anatidae)",2
CA,CA03,MX,MX11,"Ducks, geese, and swans (Anatidae)",1
CA,CA03,MX,MX11,"Gulls, terns, and allies (Laridae)",1
CA,CA03,MX,MX25,"Ducks, geese, and swans (Anatidae)",2
CA,CA03,MX,MX26,"Ducks, geese, and swans (Anatidae)",1
CA,CA03,MX,MX26,"Gulls, terns, and allies (Laridae)",1
CA,CA03,MX,MX28,"Ducks, geese, and swans (Anatidae)",36
CA,CA03,MX,MX28,"Gulls, terns, and allies (Laridae)",1
CA,CA03,MX,MX30,"Ducks, geese, and swans (Anatidae)",3
CA,CA03,MX,MX31,"Ducks, geese, and swans (Anatidae)",2
CA,CA03,NU,NU14,"Ducks, geese, and swans (Anatidae)",1
CA,CA03,PE,PE14,"Gulls, terns, and allies (Laridae)",1
CA,CA03,TP,TP02,"Ducks, geese, and swans (Anatidae)",37
CA,CA03,US,CA08,"Gulls, terns, and allies (Laridae)",1
CA,CA03,US,US01,"Ducks, geese, and swans (Anatidae)",20
CA,CA03,US,US02,"Ducks, geese, and swans (Anatidae)",18
CA,CA03,US,US02,Passeridae,1
CA,CA03,US,US04,"Ducks, geese, and swans (Anatidae)",1
CA,CA03,US,US05,"Ducks, geese, and swans (Anatidae)",36
CA,CA03,US,US06,"Ducks, geese, and swans (Anatidae)",10
CA,CA03,US,US08,"Ducks, geese, and swans (Anatidae)",1
CA,CA03,US,US09,"Ducks, geese, and swans (Anatidae)",1
CA,CA03,US,US10,"Ducks, geese, and swans (Anatidae)",2
CA,CA03,US,US12,"Ducks, geese, and swans (Anatidae)",80
CA,CA03,US,US12,"Gulls, terns, and allies (Laridae)",2
CA,CA03,US,US13,"Ducks, geese, and swans (Anatidae)",13
CA,CA03,US,US16,"Ducks, geese, and swans (Anatidae)",1
CA,CA03,US,US17,"Ducks, geese, and swans (Anatidae)",111
CA,CA03,US,US18,"Ducks, geese, and swans (Anatidae)",13
CA,CA03,US,US18,"Gulls, terns, and allies (Laridae)",1
CA,CA03,US,US19,"Ducks, geese, and swans (Anatidae)",53
CA,CA03,US,US19,"Gulls, terns, and allies (Laridae)",2
CA,CA03,US,US20,"Ducks, geese, and swans (Anatidae)",85
CA,CA03,US,US20,Sandpipers and Charadriidae,1
CA,CA03,US,US21,"Ducks, geese, and swans (Anatidae)",5
CA,CA03,US,US21,Grebes (Podicipedidae),1
CA,CA03,US,US22,"Ducks, geese, and swans (Anatidae)",193
CA,CA03,US,US22,"Gulls, terns, and allies (Laridae)",2
CA,CA03,US,US23,Sandpipers and Charadriidae,1
CA,CA03,US,US24,"Ducks, geese, and swans (Anatidae)",194
CA,CA03,US,US25,"Ducks, geese, and swans (Anatidae)",1
CA,CA03,US,US26,"Ducks, geese, and swans (Anatidae)",359
CA,CA03,US,US26,"Gulls, terns, and allies (Laridae)",1
CA,CA03,US,US27,"Ducks, geese, and swans (Anatidae)",684
CA,CA03,US,US27,"Gulls, terns, and allies (Laridae)",6
CA,CA03,US,US28,"Ducks, geese, and swans (Anatidae)",41
CA,CA03,US,US29,"Ducks, geese, and swans (Anatidae)",72
CA,CA03,US,US30,"Ducks, geese, and swans (Anatidae)",3
CA,CA03,US,US31,"Ducks, geese, and swans (Anatidae)",43
CA,CA03,US,US33,"Ducks, geese, and swans (Anatidae)",1
CA,CA03,US,US34,"Ducks, geese, and swans (Anatidae)",15
CA,CA03,US,US36,"Ducks, geese, and swans (Anatidae)",131
CA,CA03,US,US37,"Ducks, geese, and swans (Anatidae)",82
CA,CA03,US,US38,"Ducks, geese, and swans (Anatidae)",128
CA,CA03,US,US38,"Gulls, terns, and allies (Laridae)",2
CA,CA03,US,US39,"Ducks, geese, and swans (Anatidae)",24
CA,CA03,US,US39,Grebes (Podicipedidae),1
CA,CA03,US,US40,"Ducks, geese, and swans (Anatidae)",75
CA,CA03,US,US40,"Gulls, terns, and allies (Laridae)",2
CA,CA03,US,US41,"Ducks, geese, and swans (Anatidae)",1
CA,CA03,US,US42,"Ducks, geese, and swans (Anatidae)",19
CA,CA03,US,US45,"Ducks, geese, and swans (Anatidae)",16
CA,CA03,US,US46,"Ducks, geese, and swans (Anatidae)",83
CA,CA03,US,US46,"Gulls, terns, and allies (Laridae)",2
CA,CA03,US,US47,"Ducks, geese, and swans (Anatidae)",28
CA,CA03,US,US47,"Gulls, terns, and allies (Laridae)",1
CA,CA03,US,US48,"Ducks, geese, and swans (Anatidae)",413
CA,CA03,US,US48,"Gulls, terns, and allies (Laridae)",1
CA,CA03,US,US49,"Ducks, geese, and swans (Anatidae)",2
CA,CA03,US,US51,"Ducks, geese, and swans (Anatidae)",49
CA,CA03,US,US53,"Ducks, geese, and swans (Anatidae)",2
CA,CA03,US,US54,"Ducks, geese, and swans (Anatidae)",1
CA,CA03,US,US55,"Ducks, geese, and swans (Anatidae)",240
CA,CA03,US,US55,"Gulls, terns, and allies (Laridae)",1
CA,CA03,US,US56,"Ducks, geese, and swans (Anatidae)",1
CA,CA04,94,CA09,"Gulls, terns, and allies (Laridae)",1
CA,CA04,BF,BF,"Ducks, geese, and swans (Anatidae)",1
CA,CA04,CA,CA04,"Ducks, geese, and swans (Anatidae)",377
CA,CA04,CA,CA04,Grebes (Podicipedidae),1
CA,CA04,CA,CA04,"Gulls, terns, and allies (Laridae)",64
CA,CA04,CA,CA05,"Ducks, geese, and swans (Anatidae)",3
CA,CA04,CA,CA05,"Gulls, terns, and allies (Laridae)",1
CA,CA04,CA,CA07,"Ducks, geese, and swans (Anatidae)",27
CA,CA04,CA,CA07,"Gulls, terns, and allies (Laridae)",6
CA,CA04,CA,CA08,"Ducks, geese, and swans (Anatidae)",12
CA,CA04,CA,CA08,"Gulls, terns, and allies (Laridae)",1
CA,CA04,CA,CA09,"Gulls, terns, and allies (Laridae)",3
CA,CA04,CA,CA10,"Ducks, geese, and swans (Anatidae)",27
CA,CA04,CA,CA10,"Gulls, terns, and allies (Laridae)",1
CA,CA04,CA,GH09,"Gulls, terns, and allies (Laridae)",1
CA,CA04,CA,US23,"Gulls, terns, and allies (Laridae)",1
CA,CA04,CU,CU02,"Ducks, geese, and swans (Anatidae)",1
CA,CA04,CU,CU07,"Ducks, geese, and swans (Anatidae)",1
CA,CA04,DR,DR15,"Ducks, geese, and swans (Anatidae)",1
CA,CA04,HA,HA10,"Ducks, geese, and swans (Anatidae)",2
CA,CA04,TP,TP02,"Ducks, geese, and swans (Anatidae)",12
CA,CA04,US,US01,"Ducks, geese, and swans (Anatidae)",2
CA,CA04,US,US06,Sandpipers and Charadriidae,1
CA,CA04,US,US09,"Ducks, geese, and swans (Anatidae)",1
CA,CA04,US,US09,"Gulls, terns, and allies (Laridae)",1
CA,CA04,US,US10,"Ducks, geese, and swans (Anatidae)",2
CA,CA04,US,US12,"Ducks, geese, and swans (Anatidae)",93
CA,CA04,US,US13,"Ducks, geese, and swans (Anatidae)",10
CA,CA04,US,US17,"Ducks, geese, and swans (Anatidae)",1
CA,CA04,US,US18,"Ducks, geese, and swans (Anatidae)",1
CA,CA04,US,US23,"Ducks, geese, and swans (Anatidae)",100
CA,CA04,US,US23,"Gulls, terns, and allies (Laridae)",9
CA,CA04,US,US24,"Ducks, geese, and swans (Anatidae)",13
CA,CA04,US,US24,"Gulls, terns, and allies (Laridae)",1
CA,CA04,US,US25,"Ducks, geese, and swans (Anatidae)",44
CA,CA04,US,US25,"Gulls, terns, and allies (Laridae)",3
CA,CA04,US,US26,"Ducks, geese, and swans (Anatidae)",4
CA,CA04,US,US27,"Ducks, geese, and swans (Anatidae)",3
CA,CA04,US,US28,"Gulls, terns, and allies (Laridae)",1
CA,CA04,US,US33,"Ducks, geese, and swans (Anatidae)",2
CA,CA04,US,US33,"Gulls, terns, and allies (Laridae)",2
CA,CA04,US,US34,"Ducks, geese, and swans (Anatidae)",6
CA,CA04,US,US34,"Gulls, terns, and allies (Laridae)",1
CA,CA04,US,US36,"Ducks, geese, and swans (Anatidae)",15
CA,CA04,US,US36,"Gulls, terns, and allies (Laridae)",2
CA,CA04,US,US37,"Ducks, geese, and swans (Anatidae)",46
CA,CA04,US,US37,Grebes (Podicipedidae),1
CA,CA04,US,US37,"Gulls, terns, and allies (Laridae)",4
CA,CA04,US,US42,"Ducks, geese, and swans (Anatidae)",4
CA,CA04,US,US44,"Ducks, geese, and swans (Anatidae)",2
CA,CA04,US,US44,"Gulls, terns, and allies (Laridae)",3
CA,CA04,US,US45,"Ducks, geese, and swans (Anatidae)",32
CA,CA04,US,US50,"Ducks, geese, and swans (Anatidae)",6
CA,CA04,US,US51,"Ducks, geese, and swans (Anatidae)",35
CA,CA04,US,US51,"Gulls, terns, and allies (Laridae)",1
CA,CA04,US,US55,"Ducks, geese, and swans (Anatidae)",1
CA,CA05,CA,CA03,"Ducks, geese, and swans (Anatidae)",2
CA,CA05,CA,CA04,"Ducks, geese, and swans (Anatidae)",29
CA,CA05,CA,CA04,"Gulls, terns, and allies (Laridae)",4
CA,CA05,CA,CA05,"Ducks, geese, and swans (Anatidae)",1395
CA,CA05,CA,CA05,"Gulls, terns, and allies (Laridae)",137
CA,CA05,CA,CA07,"Ducks, geese, and swans (Anatidae)",513
CA,CA05,CA,CA07,"Gulls, terns, and allies (Laridae)",4
CA,CA05,CA,CA08,"Ducks, geese, and swans (Anatidae)",2
CA,CA05,CA,CA09,"Ducks, geese, and swans (Anatidae)",101
CA,CA05,CA,CA09,"Gulls, terns, and allies (Laridae)",2
CA,CA05,CA,CA10,"Ducks, geese, and swans (Anatidae)",236
CA,CA05,CA,CA10,"Gulls, terns, and allies (Laridae)",2
CA,CA05,CA,GH09,"Gulls, terns, and allies (Laridae)",3
CA,CA05,CA,SB,"Gulls, terns, and allies (Laridae)",7
CA,CA05,CU,CU05,"Ducks, geese, and swans (Anatidae)",1
CA,CA05,EI,EI,"Ducks, geese, and swans (Anatidae)",2
CA,CA05,PO,PO04,"Gulls, terns, and allies (Laridae)",1
CA,CA05,PO,PO20,"Gulls, terns, and allies (Laridae)",1
CA,CA05,SB,SB,"Ducks, geese, and swans (Anatidae)",103
CA,CA05,SB,SB,"Gulls, terns, and allies (Laridae)",1
CA,CA05,SP,SP58,"Gulls, terns, and allies (Laridae)",1
CA,CA05,TP,TP02,"Ducks, geese, and swans (Anatidae)",14
CA,CA05,UK,UK,"Gulls, terns, and allies (Laridae)",1
CA,CA05,US,US01,"Ducks, geese, and swans (Anatidae)",5
CA,CA05,US,US05,"Ducks, geese, and swans (Anatidae)",3
CA,CA05,US,US06,"Ducks, geese, and swans (Anatidae)",1
CA,CA05,US,US09,"Ducks, geese, and swans (Anatidae)",14
CA,CA05,US,US09,"Gulls, terns, and allies (Laridae)",1
CA,CA05,US,US10,"Ducks, geese, and swans (Anatidae)",52
CA,CA05,US,US10,"Gulls, terns, and allies (Laridae)",1
CA,CA05,US,US12,"Ducks, geese, and swans (Anatidae)",4
CA,CA05,US,US12,"Gulls, terns, and allies (Laridae)",7
CA,CA05,US,US13,"Ducks, geese, and swans (Anatidae)",20
CA,CA05,US,US13,"Gulls, terns, and allies (Laridae)",1
CA,CA05,US,US17,"Ducks, geese, and swans (Anatidae)",3
CA,CA05,US,US18,"Ducks, geese, and swans (Anatidae)",2
CA,CA05,US,US19,"Ducks, geese, and swans (Anatidae)",1
CA,CA05,US,US21,"Ducks, geese, and swans (Anatidae)",1
CA,CA05,US,US22,"Gulls, terns, and allies (Laridae)",1
CA,CA05,US,US23,"Ducks, geese, and swans (Anatidae)",129
CA,CA05,US,US23,"Gulls, terns, and allies (Laridae)",3
CA,CA05,US,US24,"Ducks, geese, and swans (Anatidae)",38
CA,CA05,US,US24,"Gulls, terns, and allies (Laridae)",1
CA,CA05,US,US25,"Ducks, geese, and swans (Anatidae)",107
CA,CA05,US,US25,"Gulls, terns, and allies (Laridae)",5
CA,CA05,US,US26,"Ducks, geese, and swans (Anatidae)",1
CA,CA05,US,US27,"Ducks, geese, and swans (Anatidae)",1
CA,CA05,US,US28,"Ducks, geese, and swans (Anatidae)",3
CA,CA05,US,US29,"Ducks, geese, and swans (Anatidae)",2
CA,CA05,US,US32,"Ducks, geese, and swans (Anatidae)",2
CA,CA05,US,US33,"Ducks, geese, and swans (Anatidae)",21
